tax_order,category,sci_name,comm_name,count,country,state,lat,lon,dates,observer,comments
26278,species,"Troglodytes aedon","House Wren",1,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
3752,species,"Streptoprocne zonaris","White-collared Swift",100,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
33269,species,"Mitrospingus cassinii","Dusky-faced Tanager",4,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
16692,species,"Machetornis rixosa","Cattle Tyrant",1,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
1842,domestic,"Columba livia","Rock Pigeon",2,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
7412,species,"Coragyps atratus","Black Vulture",10,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
15984,species,"Tyrannulus elatus","Yellow-crowned Tyrannulet",1,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
12642,spuh,"Psittaciformes sp. (parrot sp.)","parrot sp.",4,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
7160,species,"Tigrisoma fasciatum","Fasciated Tiger-Heron",1,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
23181,species,"Stelgidopteryx ruficollis","Southern Rough-winged Swallow",1,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
12428,species,"Forpus conspicillatus","Spectacled Parrotlet",1,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
16330,species,"Sayornis nigricans","Black Phoebe",1,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
30992,species,"Euphonia fulvicrissa","Fulvous-vented Euphonia",2,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
16783,species,"Tyrannus melancholicus","Tropical Kingbird",5,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
7318,species,"Nyctanassa violacea","Yellow-crowned Night-Heron",1,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
10446,species,"Ramphastos ambiguus","Yellow-throated Toucan",4,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
34008,species,"Dacnis cayana","Blue Dacnis",2,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
32716,species,"Molothrus bonariensis","Shiny Cowbird",4,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
23198,species,"Progne chalybea","Gray-breasted Martin",10,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
33789,species,"Thraupis episcopus","Blue-gray Tanager",2,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
10668,species,"Melanerpes pucherani","Black-cheeked Woodpecker",2,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
4981,species,"Amazilia tzacatl","Rufous-tailed Hummingbird",1,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
33878,species,"Stilpnia larvata","Golden-hooded Tanager",2,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
16079,species,"Serpophaga cinerea","Torrent Tyrannulet",1,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
16718,species,"Myiozetetes cayanensis","Rusty-margined Flycatcher",2,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
34410,species,"Sporophila corvina","Variable Seedeater",2,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
7077,species,"Nannopterum brasilianum","Neotropic Cormorant",1,Colombia,"Valle del Cauca",3.8444195,-76.7937751,2022-07-10,obsr803013,""
33909,species,"Tangara inornata","Plain-colored Tanager",1,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
15770,species,"Todirostrum cinereum","Common Tody-Flycatcher",1,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
30999,species,"Euphonia xanthogaster","Orange-bellied Euphonia",2,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
32544,species,"Cacicus uropygialis","Scarlet-rumped Cacique",4,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
33654,species,"Ramphocelus flammigerus","Flame-rumped Tanager",4,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
32528,species,"Psarocolius wagleri","Chestnut-headed Oropendola",6,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
33177,species,"Myiothlypis fulvicauda","Buff-rumped Warbler",2,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
12328,species,"Pionus menstruus","Blue-headed Parrot",9,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
33789,species,"Thraupis episcopus","Blue-gray Tanager",4,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
4239,species,"Doryfera ludovicae","Green-fronted Lancebill",1,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
26278,species,"Troglodytes aedon","House Wren",2,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
33813,species,"Thraupis palmarum","Palm Tanager",3,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
33269,species,"Mitrospingus cassinii","Dusky-faced Tanager",3,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
7160,species,"Tigrisoma fasciatum","Fasciated Tiger-Heron",1,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
16330,species,"Sayornis nigricans","Black Phoebe",1,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
7416,species,"Cathartes aura","Turkey Vulture",2,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
16783,species,"Tyrannus melancholicus","Tropical Kingbird",5,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
1827,species,"Columba livia","Rock Pigeon",50,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
10668,species,"Melanerpes pucherani","Black-cheeked Woodpecker",1,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
4130,species,"Florisuga mellivora","White-necked Jacobin",2,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
34631,species,"Saltator maximus","Buff-throated Saltator",2,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
4286,species,"Anthracothorax nigricollis","Black-throated Mango",1,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
10680,species,"Melanerpes rubricapillus","Red-crowned Woodpecker",1,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
26249,species,"Microcerculus marginatus","Scaly-breasted Wren",1,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
7412,species,"Coragyps atratus","Black Vulture",8,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
33878,species,"Stilpnia larvata","Golden-hooded Tanager",2,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
10459,species,"Ramphastos brevis","Choco Toucan",2,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
23198,species,"Progne chalybea","Gray-breasted Martin",2,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
16718,species,"Myiozetetes cayanensis","Rusty-margined Flycatcher",2,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
16553,species,"Colonia colonus","Long-tailed Tyrant",1,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
4981,species,"Amazilia tzacatl","Rufous-tailed Hummingbird",1,Colombia,"Valle del Cauca",3.843527,-76.793252,2022-07-11,obsr803013,""
6827,spuh,"Pterodroma sp.","Pterodroma sp.",1,Colombia,"Chocó",4.859922,-77.52321,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. Seen also by Sebastian."
33654,species,"Ramphocelus flammigerus","Flame-rumped Tanager",2,Colombia,"Valle del Cauca",3.878472,-76.966526,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. Point count during road block (apparently a lumber worker strike). With Diego, Sebastian, and Maira."
34327,species,"Sicalis flaveola","Saffron Finch",2,Colombia,"Valle del Cauca",3.878472,-76.966526,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. Point count during road block (apparently a lumber worker strike). With Diego, Sebastian, and Maira."
7412,species,"Coragyps atratus","Black Vulture",5,Colombia,"Valle del Cauca",3.878472,-76.966526,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. Point count during road block (apparently a lumber worker strike). With Diego, Sebastian, and Maira."
34360,species,"Volatinia jacarina","Blue-black Grassquit",1,Colombia,"Valle del Cauca",3.878472,-76.966526,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. Point count during road block (apparently a lumber worker strike). With Diego, Sebastian, and Maira."
34410,species,"Sporophila corvina","Variable Seedeater",1,Colombia,"Valle del Cauca",3.878472,-76.966526,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. Point count during road block (apparently a lumber worker strike). With Diego, Sebastian, and Maira."
34396,species,"Sporophila funerea","Thick-billed Seed-Finch",1,Colombia,"Valle del Cauca",3.878472,-76.966526,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. Point count during road block (apparently a lumber worker strike). With Diego, Sebastian, and Maira."
5891,species,"Arenaria interpres","Ruddy Turnstone",6,Colombia,"Chocó",5.6074316,-77.488152,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. A few birds seen while passing by Punta Arusí and Arusí beach--all by boat. Day we left for Buenaventura. With Diego, Maira, Sebastian, and Valentina."
7200,species,"Ardea alba","Great Egret",2,Colombia,"Valle del Cauca",3.8882965,-77.0797241,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. At the main Buenaventura dock. With Diego, Sebastian, Maira, and Valentina. Nice mudflats extending south of the dock with lots of birds feeding."
7233,species,"Egretta caerulea","Little Blue Heron",2,Colombia,"Valle del Cauca",3.8882965,-77.0797241,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. At the main Buenaventura dock. With Diego, Sebastian, Maira, and Valentina. Nice mudflats extending south of the dock with lots of birds feeding."
6976,species,"Fregata magnificens","Magnificent Frigatebird",1,Colombia,"Valle del Cauca",3.8882965,-77.0797241,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. At the main Buenaventura dock. With Diego, Sebastian, Maira, and Valentina. Nice mudflats extending south of the dock with lots of birds feeding."
7229,species,"Egretta thula","Snowy Egret",1,Colombia,"Valle del Cauca",3.8882965,-77.0797241,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. At the main Buenaventura dock. With Diego, Sebastian, Maira, and Valentina. Nice mudflats extending south of the dock with lots of birds feeding."
7412,species,"Coragyps atratus","Black Vulture",30,Colombia,"Valle del Cauca",3.8882965,-77.0797241,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. At the main Buenaventura dock. With Diego, Sebastian, Maira, and Valentina. Nice mudflats extending south of the dock with lots of birds feeding."
5854,species,"Numenius phaeopus",Whimbrel,1,Colombia,"Valle del Cauca",3.8882965,-77.0797241,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. At the main Buenaventura dock. With Diego, Sebastian, Maira, and Valentina. Nice mudflats extending south of the dock with lots of birds feeding."
34327,species,"Sicalis flaveola","Saffron Finch",2,Colombia,"Valle del Cauca",3.8882965,-77.0797241,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. At the main Buenaventura dock. With Diego, Sebastian, Maira, and Valentina. Nice mudflats extending south of the dock with lots of birds feeding."
7267,species,"Butorides striata","Striated Heron",1,Colombia,"Valle del Cauca",3.8882965,-77.0797241,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. At the main Buenaventura dock. With Diego, Sebastian, Maira, and Valentina. Nice mudflats extending south of the dock with lots of birds feeding."
7416,species,"Cathartes aura","Turkey Vulture",1,Colombia,"Valle del Cauca",3.8882965,-77.0797241,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. At the main Buenaventura dock. With Diego, Sebastian, Maira, and Valentina. Nice mudflats extending south of the dock with lots of birds feeding."
7318,species,"Nyctanassa violacea","Yellow-crowned Night-Heron",1,Colombia,"Valle del Cauca",3.8882965,-77.0797241,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. At the main Buenaventura dock. With Diego, Sebastian, Maira, and Valentina. Nice mudflats extending south of the dock with lots of birds feeding."
32763,species,"Quiscalus mexicanus","Great-tailed Grackle",25,Colombia,"Valle del Cauca",3.8882965,-77.0797241,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. At the main Buenaventura dock. With Diego, Sebastian, Maira, and Valentina. Nice mudflats extending south of the dock with lots of birds feeding."
6301,slash,"Leucophaeus atricilla/pipixcan","Laughing/Franklin's Gull",1,Colombia,"Valle del Cauca",3.8882965,-77.0797241,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. At the main Buenaventura dock. With Diego, Sebastian, Maira, and Valentina. Nice mudflats extending south of the dock with lots of birds feeding."
11437,species,"Milvago chimachima","Yellow-headed Caracara",1,Colombia,"Valle del Cauca",3.8882965,-77.0797241,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. At the main Buenaventura dock. With Diego, Sebastian, Maira, and Valentina. Nice mudflats extending south of the dock with lots of birds feeding."
7105,species,"Pelecanus occidentalis","Brown Pelican",5,Colombia,"Valle del Cauca",3.8882965,-77.0797241,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. At the main Buenaventura dock. With Diego, Sebastian, Maira, and Valentina. Nice mudflats extending south of the dock with lots of birds feeding."
1842,domestic,"Columba livia","Rock Pigeon",50,Colombia,"Valle del Cauca",3.8882965,-77.0797241,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. At the main Buenaventura dock. With Diego, Sebastian, Maira, and Valentina. Nice mudflats extending south of the dock with lots of birds feeding."
34327,species,"Sicalis flaveola","Saffron Finch",2,Colombia,"Valle del Cauca",3.878472,-76.966526,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. Point count during road block (apparently a lumber worker strike)."
16783,species,"Tyrannus melancholicus","Tropical Kingbird",1,Colombia,"Valle del Cauca",3.878472,-76.966526,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. Point count during road block (apparently a lumber worker strike)."
3827,spuh,"Chaetura sp.","Chaetura sp.",1,Colombia,"Valle del Cauca",3.878472,-76.966526,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. Point count during road block (apparently a lumber worker strike)."
26278,species,"Troglodytes aedon","House Wren",1,Colombia,"Valle del Cauca",3.878472,-76.966526,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. Point count during road block (apparently a lumber worker strike)."
33654,species,"Ramphocelus flammigerus","Flame-rumped Tanager",1,Colombia,"Valle del Cauca",3.878472,-76.966526,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. Point count during road block (apparently a lumber worker strike)."
33813,species,"Thraupis palmarum","Palm Tanager",1,Colombia,"Valle del Cauca",3.878472,-76.966526,2022-07-21,obsr169881,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. Point count during road block (apparently a lumber worker strike)."
3150,species,"Piaya cayana","Squirrel Cuckoo",1,Colombia,"Valle del Cauca",3.853589,-76.856121,2022-07-22,obsr436508,Manacus2022_Lluvia
9919,species,"Notharchus hyperrhynchus","White-necked Puffbird",1,Colombia,"Valle del Cauca",3.853589,-76.856121,2022-07-22,obsr436508,Manacus2022_Lluvia
20431,species,"Cyanocorax affinis","Black-chested Jay",5,Colombia,"Valle del Cauca",3.853589,-76.856121,2022-07-22,obsr436508,Manacus2022_Lluvia
33269,species,"Mitrospingus cassinii","Dusky-faced Tanager",5,Colombia,"Valle del Cauca",3.853589,-76.856121,2022-07-22,obsr436508,Manacus2022_Lluvia
13414,species,"Poliocrania exsul","Chestnut-backed Antbird",1,Colombia,"Valle del Cauca",3.853589,-76.856121,2022-07-22,obsr436508,Manacus2022_Lluvia
15118,species,"Manacus vitellinus","Golden-collared Manakin",5,Colombia,"Valle del Cauca",3.853589,-76.856121,2022-07-22,obsr436508,Manacus2022_Lluvia
10446,species,"Ramphastos ambiguus","Yellow-throated Toucan",1,Colombia,"Valle del Cauca",3.853589,-76.856121,2022-07-22,obsr436508,Manacus2022_Lluvia
33634,species,"Tachyphonus delatrii","Tawny-crested Tanager",15,Colombia,"Valle del Cauca",3.853589,-76.856121,2022-07-22,obsr436508,Manacus2022_Lluvia
15471,species,"Myiobius sulphureipygius","Sulphur-rumped Flycatcher",1,Colombia,"Valle del Cauca",3.853589,-76.856121,2022-07-22,obsr436508,Manacus2022_Lluvia
33878,species,"Stilpnia larvata","Golden-hooded Tanager",1,Colombia,"Valle del Cauca",3.853589,-76.856121,2022-07-22,obsr436508,Manacus2022_Lluvia
26157,species,"Microbates cinereiventris","Tawny-faced Gnatwren",1,Colombia,"Valle del Cauca",3.853589,-76.856121,2022-07-22,obsr436508,Manacus2022_Lluvia
12328,species,"Pionus menstruus","Blue-headed Parrot",1,Colombia,"Valle del Cauca",3.853589,-76.856121,2022-07-22,obsr436508,Manacus2022_Lluvia
26625,species,"Cantorchilus nigricapillus","Bay Wren",2,Colombia,"Valle del Cauca",3.853589,-76.856121,2022-07-22,obsr436508,Manacus2022_Lluvia
9966,species,"Malacoptila panamensis","White-whiskered Puffbird",1,Colombia,"Valle del Cauca",3.853589,-76.856121,2022-07-22,obsr436508,Manacus2022_Lluvia
15552,species,"Mionectes olivaceus","Olive-striped Flycatcher",1,Colombia,"Valle del Cauca",3.853589,-76.856121,2022-07-22,obsr436508,Manacus2022_Lluvia
31963,species,"Arremon aurantiirostris","Orange-billed Sparrow",1,Colombia,"Valle del Cauca",3.853589,-76.856121,2022-07-22,obsr436508,Manacus2022_Lluvia
1974,species,"Patagioenas goodsoni","Dusky Pigeon",2,Colombia,"Valle del Cauca",3.853589,-76.856121,2022-07-22,obsr436508,Manacus2022_Lluvia
10036,species,"Galbula ruficauda","Rufous-tailed Jacamar",1,Colombia,"Valle del Cauca",3.853589,-76.856121,2022-07-22,obsr436508,Manacus2022_Lluvia
13414,species,"Poliocrania exsul","Chestnut-backed Antbird",3,Colombia,"Valle del Cauca",3.841234,-76.874874,2022-07-23,obsr436508,Manacus2022_
26249,species,"Microcerculus marginatus","Scaly-breasted Wren",1,Colombia,"Valle del Cauca",3.841234,-76.874874,2022-07-23,obsr436508,Manacus2022_
15552,species,"Mionectes olivaceus","Olive-striped Flycatcher",1,Colombia,"Valle del Cauca",3.841234,-76.874874,2022-07-23,obsr436508,Manacus2022_
39,species,"Tinamus major","Great Tinamou",1,Colombia,"Valle del Cauca",3.841234,-76.874874,2022-07-23,obsr436508,Manacus2022_
34005,species,"Dacnis venusta","Scarlet-thighed Dacnis",1,Colombia,"Valle del Cauca",3.841234,-76.874874,2022-07-23,obsr436508,Manacus2022_
1974,species,"Patagioenas goodsoni","Dusky Pigeon",1,Colombia,"Valle del Cauca",3.841234,-76.874874,2022-07-23,obsr436508,Manacus2022_
16783,species,"Tyrannus melancholicus","Tropical Kingbird",1,Colombia,"Valle del Cauca",3.841234,-76.874874,2022-07-23,obsr436508,Manacus2022_
33634,species,"Tachyphonus delatrii","Tawny-crested Tanager",8,Colombia,"Valle del Cauca",3.841234,-76.874874,2022-07-23,obsr436508,Manacus2022_
12303,species,"Pyrilia pulchra","Rose-faced Parrot",2,Colombia,"Valle del Cauca",3.841234,-76.874874,2022-07-23,obsr436508,Manacus2022_
33447,species,"Cyanoloxia cyanoides","Blue-black Grosbeak",2,Colombia,"Valle del Cauca",3.841234,-76.874874,2022-07-23,obsr436508,Manacus2022_
12944,species,"Thamnophilus atrinucha","Black-crowned Antshrike",1,Colombia,"Valle del Cauca",3.841234,-76.874874,2022-07-23,obsr436508,Manacus2022_
15118,species,"Manacus vitellinus","Golden-collared Manakin",7,Colombia,"Valle del Cauca",3.841234,-76.874874,2022-07-23,obsr436508,Manacus2022_
13217,species,"Microrhopias quixensis","Dot-winged Antwren",3,Colombia,"Valle del Cauca",3.841234,-76.874874,2022-07-23,obsr436508,Manacus2022_
26625,species,"Cantorchilus nigricapillus","Bay Wren",5,Colombia,"Valle del Cauca",3.841234,-76.874874,2022-07-23,obsr436508,Manacus2022_
15258,species,"Querula purpurata","Purple-throated Fruitcrow",2,Colombia,"Valle del Cauca",3.841234,-76.874874,2022-07-23,obsr436508,Manacus2022_
15457,species,"Terenotriccus erythrurus","Ruddy-tailed Flycatcher",1,Colombia,"Valle del Cauca",3.841234,-76.874874,2022-07-23,obsr436508,Manacus2022_
4212,species,"Phaethornis striigularis","Stripe-throated Hermit",2,Colombia,"Valle del Cauca",3.8705083,-76.8323307,2022-07-22,obsr792981,""
15471,species,"Myiobius sulphureipygius","Sulphur-rumped Flycatcher",1,Colombia,"Valle del Cauca",3.8705083,-76.8323307,2022-07-22,obsr792981,""
16649,species,"Myiarchus apicalis","Apical Flycatcher",1,Colombia,"Valle del Cauca",3.8705083,-76.8323307,2022-07-22,obsr792981,""
33269,species,"Mitrospingus cassinii","Dusky-faced Tanager",5,Colombia,"Valle del Cauca",3.8705083,-76.8323307,2022-07-22,obsr792981,""
13139,species,"Myrmotherula axillaris","White-flanked Antwren",2,Colombia,"Valle del Cauca",3.8705083,-76.8323307,2022-07-22,obsr792981,""
26249,species,"Microcerculus marginatus","Scaly-breasted Wren",2,Colombia,"Valle del Cauca",3.8705083,-76.8323307,2022-07-22,obsr792981,""
15085,species,"Lepidothrix coronata","Blue-crowned Manakin",2,Colombia,"Valle del Cauca",3.8705083,-76.8323307,2022-07-22,obsr792981,""
10459,species,"Ramphastos brevis","Choco Toucan",1,Colombia,"Valle del Cauca",3.8705083,-76.8323307,2022-07-22,obsr792981,""
15118,species,"Manacus vitellinus","Golden-collared Manakin",3,Colombia,"Valle del Cauca",3.8705083,-76.8323307,2022-07-22,obsr792981,""
32544,species,"Cacicus uropygialis","Scarlet-rumped Cacique",5,Colombia,"Valle del Cauca",3.8705083,-76.8323307,2022-07-22,obsr792981,""
27644,species,"Turdus ignobilis","Black-billed Thrush",2,Colombia,"Valle del Cauca",3.8705083,-76.8323307,2022-07-22,obsr792981,""
12944,species,"Thamnophilus atrinucha","Black-crowned Antshrike",2,Colombia,"Valle del Cauca",3.8705083,-76.8323307,2022-07-22,obsr792981,""
33813,species,"Thraupis palmarum","Palm Tanager",3,Colombia,"Valle del Cauca",3.8705083,-76.8323307,2022-07-22,obsr792981,""
10446,species,"Ramphastos ambiguus","Yellow-throated Toucan",3,Colombia,"Valle del Cauca",3.8705083,-76.8323307,2022-07-22,obsr792981,""
31963,species,"Arremon aurantiirostris","Orange-billed Sparrow",2,Colombia,"Valle del Cauca",3.8705083,-76.8323307,2022-07-22,obsr792981,""
26678,species,"Henicorhina leucosticta","White-breasted Wood-Wren",2,Colombia,"Valle del Cauca",3.8705083,-76.8323307,2022-07-22,obsr792981,""
33634,species,"Tachyphonus delatrii","Tawny-crested Tanager",9,Colombia,"Valle del Cauca",3.8705083,-76.8323307,2022-07-22,obsr792981,""
39,species,"Tinamus major","Great Tinamou",1,Colombia,"Valle del Cauca",3.8705083,-76.8323307,2022-07-22,obsr792981,""
13414,species,"Poliocrania exsul","Chestnut-backed Antbird",1,Colombia,"Valle del Cauca",3.8705083,-76.8323307,2022-07-22,obsr792981,""
34005,species,"Dacnis venusta","Scarlet-thighed Dacnis",3,Colombia,"Valle del Cauca",3.8687461,-76.831771,2022-07-23,obsr792981,""
4269,species,"Androdon aequatorialis","Tooth-billed Hummingbird",1,Colombia,"Valle del Cauca",3.8687461,-76.831771,2022-07-23,obsr792981,""
16579,species,"Attila spadiceus","Bright-rumped Attila",2,Colombia,"Valle del Cauca",3.8687461,-76.831771,2022-07-23,obsr792981,""
14053,species,"Glyphorynchus spirurus","Wedge-billed Woodcreeper",3,Colombia,"Valle del Cauca",3.8687461,-76.831771,2022-07-23,obsr792981,""
15277,species,"Lipaugus unirufus","Rufous Piha",1,Colombia,"Valle del Cauca",3.8687461,-76.831771,2022-07-23,obsr792981,""
15258,species,"Querula purpurata","Purple-throated Fruitcrow",2,Colombia,"Valle del Cauca",3.8687461,-76.831771,2022-07-23,obsr792981,""
15085,species,"Lepidothrix coronata","Blue-crowned Manakin",2,Colombia,"Valle del Cauca",3.8687461,-76.831771,2022-07-23,obsr792981,""
33970,species,"Tangara johannae","Blue-whiskered Tanager",2,Colombia,"Valle del Cauca",3.8687461,-76.831771,2022-07-23,obsr792981,""
15813,species,"Tolmomyias sulphurescens","Yellow-olive Flycatcher",1,Colombia,"Valle del Cauca",3.8687461,-76.831771,2022-07-23,obsr792981,""
34088,species,"Chrysothlypis salmoni","Scarlet-and-white Tanager",3,Colombia,"Valle del Cauca",3.8687461,-76.831771,2022-07-23,obsr792981,""
15645,species,"Myiornis atricapillus","Black-capped Pygmy-Tyrant",1,Colombia,"Valle del Cauca",3.8687461,-76.831771,2022-07-23,obsr792981,""
9966,species,"Malacoptila panamensis","White-whiskered Puffbird",2,Colombia,"Valle del Cauca",3.8687461,-76.831771,2022-07-23,obsr792981,""
30992,species,"Euphonia fulvicrissa","Fulvous-vented Euphonia",2,Colombia,"Valle del Cauca",3.8687461,-76.831771,2022-07-23,obsr792981,""
26195,species,"Polioptila plumbea","Tropical Gnatcatcher",2,Colombia,"Valle del Cauca",3.8687461,-76.831771,2022-07-23,obsr792981,""
27540,species,"Turdus assimilis","White-throated Thrush",1,Colombia,"Valle del Cauca",3.8687461,-76.831771,2022-07-23,obsr792981,""
12944,species,"Thamnophilus atrinucha","Black-crowned Antshrike",2,Colombia,"Valle del Cauca",3.8687461,-76.831771,2022-07-23,obsr792981,""
8017,species,"Rupornis magnirostris","Roadside Hawk",1,Colombia,"Valle del Cauca",3.8687461,-76.831771,2022-07-23,obsr792981,""
33634,species,"Tachyphonus delatrii","Tawny-crested Tanager",8,Colombia,"Valle del Cauca",3.8687461,-76.831771,2022-07-23,obsr792981,""
10310,species,"Capito maculicoronatus","Spot-crowned Barbet",2,Colombia,"Valle del Cauca",3.8687461,-76.831771,2022-07-23,obsr792981,""
4147,species,"Threnetes ruckeri","Band-tailed Barbthroat",1,Colombia,"Valle del Cauca",3.8687461,-76.831771,2022-07-23,obsr792981,""
