tax_order,category,sci_name,comm_name,exotic,count,country,state,lat,lon,dates,observer,media,gui,comments
12944,species,"Thamnophilus atrinucha","Black-crowned Antshrike","",3,Colombia,Cauca,2.578045,-77.900587,7/29/22,obsr169881,0,URN:CornellLabOfOrnithology:EBIRD:OBS1488187271,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. With Sebastian along the Guapi end of the Chanzará-Guapi trail (near airport). Working the area around three nets set around different sections of trail near a large clearing. Also with guide Cisto (Cixto?) from Firme de San José, Chanzará. Ended list in airport field after I had already stopped track."
12944,species,"Thamnophilus atrinucha","Black-crowned Antshrike","",3,Colombia,Cauca,2.578045,-77.900587,7/29/22,obsr792981,0,URN:CornellLabOfOrnithology:EBIRD:OBS1507650850,""
12944,species,"Thamnophilus atrinucha","Black-crowned Antshrike","",7,Colombia,Cauca,2.576318,-77.896687,7/20/21,obsr436508,0,URN:CornellLabOfOrnithology:EBIRD:OBS1204165572,""
12944,species,"Thamnophilus atrinucha","Black-crowned Antshrike","",8,Colombia,Cauca,2.578136,-77.900592,7/29/22,obsr164915,0,URN:CornellLabOfOrnithology:EBIRD:OBS1492550558,"Manacus2022_ Manacus expedition LSU-Humboldt Institute 2022. With Diego. Trail towards Firme from the airport, staying fairly close to the start of the trail in secondary forest."
12944,species,"Thamnophilus atrinucha","Black-crowned Antshrike","",8,Colombia,Cauca,2.578136,-77.900592,7/29/22,obsr436508,0,URN:CornellLabOfOrnithology:EBIRD:OBS1498854803,"Manacus2022_With Diego. Trail towards Firme from the airport, staying fairly close to the start of the trail in secondary forest."
13139,species,"Myrmotherula axillaris","White-flanked Antwren","",1,Colombia,Cauca,2.576318,-77.896687,7/20/21,obsr436508,0,URN:CornellLabOfOrnithology:EBIRD:OBS1204165560,""
13139,species,"Myrmotherula axillaris","White-flanked Antwren","",2,Colombia,Cauca,2.5778145,-77.8992464,7/30/22,obsr792981,0,URN:CornellLabOfOrnithology:EBIRD:OBS1488930701,""
13217,species,"Microrhopias quixensis","Dot-winged Antwren","",1,Colombia,Cauca,2.578136,-77.900592,7/29/22,obsr164915,0,URN:CornellLabOfOrnithology:EBIRD:OBS1492560632,"Manacus2022_ Manacus expedition LSU-Humboldt Institute 2022. With Diego. Trail towards Firme from the airport, staying fairly close to the start of the trail in secondary forest."
13217,species,"Microrhopias quixensis","Dot-winged Antwren","",1,Colombia,Cauca,2.578136,-77.900592,7/29/22,obsr436508,0,URN:CornellLabOfOrnithology:EBIRD:OBS1498854827,"Manacus2022_With Diego. Trail towards Firme from the airport, staying fairly close to the start of the trail in secondary forest."
13305,species,"Cercomacroides tyrannina","Dusky Antbird","",2,Colombia,Cauca,2.578045,-77.900587,7/30/22,obsr169881,1,URN:CornellLabOfOrnithology:EBIRD:OBS1488750149,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. Birding the edge of the big clear cut near Guapi airport. Also checking nets during this time. With Sebastian and guide Cisto."
13305,species,"Cercomacroides tyrannina","Dusky Antbird","",2,Colombia,Cauca,2.578045,-77.900587,7/30/22,obsr792981,1,URN:CornellLabOfOrnithology:EBIRD:OBS1507663116,""
13414,species,"Poliocrania exsul","Chestnut-backed Antbird","",1,Colombia,Cauca,2.57458,-77.897798,7/30/22,obsr164915,0,URN:CornellLabOfOrnithology:EBIRD:OBS1492562594,"Manacus2022_ Manacus expedition LSU-Humboldt Institute 2022. With Diego. On the trail from the airport that starts in the same place as the trail to Firme, but runs south along the airport fence before turning west to parallel the trail to Firme. In edge habitat and secondary forest."
