tax_order,category,sci_name,comm_name,exotic,count,country,state,lat,lon,dates,observer,media,gui,comments
15124,species,"Manacus manacus","White-bearded Manakin","",2,Colombia,"Nariño",2.584907,-77.928387,7/28/22,obsr792981,0,URN:CornellLabOfOrnithology:EBIRD:OBS1507642344,""
15124,species,"Manacus manacus","White-bearded Manakin","",4,Colombia,"Nariño",2.5845017,-77.936391,7/28/22,obsr169881,0,URN:CornellLabOfOrnithology:EBIRD:OBS1492068679,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022."
15124,species,"Manacus manacus","White-bearded Manakin","",4,Colombia,"Nariño",2.5845017,-77.936391,7/28/22,obsr792981,0,URN:CornellLabOfOrnithology:EBIRD:OBS1488138211,""
15184,species,"Ceratopipra mentalis","Red-capped Manakin","",2,Colombia,"Nariño",2.581362,-77.92214,7/28/22,obsr164915,0,URN:CornellLabOfOrnithology:EBIRD:OBS1492552424,"Manacus2022_ Manacus expedition LSU-Humboldt Institute 2022. With Diego. Walking the trail between Firmé and Guapi- stopped this list at the Cauca border."
15184,species,"Ceratopipra mentalis","Red-capped Manakin","",2,Colombia,"Nariño",2.581362,-77.92214,7/28/22,obsr436508,0,URN:CornellLabOfOrnithology:EBIRD:OBS1498854860,"Manacus2022_With Diego. Walking the trail between Firmé and Guapi- stopped this list at the Cauca border."
15184,species,"Ceratopipra mentalis","Red-capped Manakin","",2,Colombia,"Nariño",2.5829172,-77.9261664,7/28/22,obsr792981,0,URN:CornellLabOfOrnithology:EBIRD:OBS1488141028,""
15184,species,"Ceratopipra mentalis","Red-capped Manakin","",2,Colombia,"Nariño",2.584907,-77.928387,7/28/22,obsr169881,0,URN:CornellLabOfOrnithology:EBIRD:OBS1488180980,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. List heading back towards town and checking nets. With Sebastian for a few minutes here and there but mostly just with guide Johann. Forest very quiet. Stopped list when I reached forest edge near town of Firme."
15184,species,"Ceratopipra mentalis","Red-capped Manakin","",2,Colombia,"Nariño",2.584907,-77.928387,7/28/22,obsr792981,0,URN:CornellLabOfOrnithology:EBIRD:OBS1507642352,""
15184,species,"Ceratopipra mentalis","Red-capped Manakin","",4,Colombia,"Nariño",2.584907,-77.928387,7/28/22,obsr169881,0,URN:CornellLabOfOrnithology:EBIRD:OBS1488188511,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. Trail between Firme and Guapi. With Sebastian and guide Julian. Ended list after setting up second set of nets."
15184,species,"Ceratopipra mentalis","Red-capped Manakin","",4,Colombia,"Nariño",2.584907,-77.928387,7/28/22,obsr792981,0,URN:CornellLabOfOrnithology:EBIRD:OBS1507642374,""
15258,species,"Querula purpurata","Purple-throated Fruitcrow","",1,Colombia,"Nariño",2.581362,-77.92214,7/28/22,obsr164915,0,URN:CornellLabOfOrnithology:EBIRD:OBS1492552430,"Manacus2022_ Manacus expedition LSU-Humboldt Institute 2022. With Diego. Walking the trail between Firmé and Guapi- stopped this list at the Cauca border."
15258,species,"Querula purpurata","Purple-throated Fruitcrow","",1,Colombia,"Nariño",2.581362,-77.92214,7/28/22,obsr436508,0,URN:CornellLabOfOrnithology:EBIRD:OBS1498854866,"Manacus2022_With Diego. Walking the trail between Firmé and Guapi- stopped this list at the Cauca border."
15258,species,"Querula purpurata","Purple-throated Fruitcrow","",1,Colombia,"Nariño",2.584907,-77.928387,7/28/22,obsr169881,0,URN:CornellLabOfOrnithology:EBIRD:OBS1488180984,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. List heading back towards town and checking nets. With Sebastian for a few minutes here and there but mostly just with guide Johann. Forest very quiet. Stopped list when I reached forest edge near town of Firme."
15258,species,"Querula purpurata","Purple-throated Fruitcrow","",1,Colombia,"Nariño",2.584907,-77.928387,7/28/22,obsr792981,0,URN:CornellLabOfOrnithology:EBIRD:OBS1507642356,""
15258,species,"Querula purpurata","Purple-throated Fruitcrow","",2,Colombia,"Nariño",2.58215,-77.941755,7/27/22,obsr164915,0,URN:CornellLabOfOrnithology:EBIRD:OBS1492577978,"Manacus2022_ Manacus expedition LSU-Humboldt Institute 2022. Birding around the village of Firmé."
15258,species,"Querula purpurata","Purple-throated Fruitcrow","",2,Colombia,"Nariño",2.58215,-77.941755,7/27/22,obsr169881,0,URN:CornellLabOfOrnithology:EBIRD:OBS1492068682,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022."
15258,species,"Querula purpurata","Purple-throated Fruitcrow","",2,Colombia,"Nariño",2.58215,-77.941755,7/27/22,obsr436508,0,URN:CornellLabOfOrnithology:EBIRD:OBS1487236735,Manacus2022_
15258,species,"Querula purpurata","Purple-throated Fruitcrow","",2,Colombia,"Nariño",2.58215,-77.941755,7/27/22,obsr792981,0,URN:CornellLabOfOrnithology:EBIRD:OBS1487761501,""
